User Name;Business Role ID
JOOSTE;SAP_BR_RETURNS_REFUND_CLERK
JOOSTE;SAP_BR_SALES_MANAGER
JOOSTE;SAP_BR_SALES_PROCESS_MANAGER
JOOSTE;SAP_BR_SHIPPING_SPECIALIST
JOOSTE;SAP_BR_WAREHOUSE_CLERK
JORDANJ;SAP_BR_ADMINISTRATOR_MKT
JORDANJ;SAP_BR_BPC_EXPERT
JORDANJ;SAP_BR_BUSINESS_ANALYST_MKT
JORDANJ;SAP_BR_MARKETING_EXECUTIVE
JORDANJ;SAP_BR_MARKETING_EXPERT
JORDANJ;SAP_BR_MARKETING_MANAGER
JORDANJ;Z_S4C01_ROLE
KAPUCU;SAP_BR_ADMINISTRATOR_MKT
KAPUCU;SAP_BR_BPC_EXPERT
KAPUCU;SAP_BR_BUSINESS_ANALYST_MKT
KAPUCU;SAP_BR_MARKETING_EXECUTIVE
KAPUCU;SAP_BR_MARKETING_EXPERT
KAPUCU;SAP_BR_MARKETING_MANAGER
KAPUCU;Z_S4C01_ROLE
KAURPAR;SAP_BR_GL_ACCOUNTANT_US
KAURPAR;Z_S4C01_ROLE
KHANJ;SAP_BR_GL_ACCOUNTANT_US
KHANJ;Z_S4C01_ROLE
KHANRO;SAP_BR_ADMINISTRATOR
KHANRO;SAP_BR_BPC_EXPERT
KLAUKE;SAP_BR_ADMINISTRATOR
KLAUKE;SAP_BR_ADMINISTRATOR_MKT
KLAUKE;SAP_BR_BUSINESS_ANALYST_MKT
KLAUKE;SAP_BR_MARKETING_EXECUTIVE
KLAUKE;SAP_BR_MARKETING_EXPERT
KLAUKE;SAP_BR_MARKETING_MANAGER
KLAUKE;Z_S4C01_ROLE
KUDARAVALLIH;Z_S4C01_ROLE
LAYERF;SAP_BR_ADMINISTRATOR
LAYERF;SAP_BR_BPC_EXPERT
LAYERF;SAP_BR_MATL_PLNR_EXT_PROC
LAYERF;SAP_BR_PRODMASTER_SPECIALIST
LAYERF;SAP_BR_PRODN_ENG_DISC
LAYERF;SAP_BR_PRODN_ENG_PROC
LAYERF;SAP_BR_PRODN_PLNR
LAYERF;SAP_BR_PRODN_PLNR_LEAN_MFG
LIYUE;SAP_BR_ADMINISTRATOR
LIYUE;SAP_BR_BPC_EXPERT
MITTMANNR;SAP_BR_ADMINISTRATOR
MITTMANNR;SAP_BR_BPC_EXPERT
NAETHE;SAP_BR_ADMINISTRATOR
NAETHE;SAP_BR_BPC_EXPERT
NAUMANNTH;SAP_BR_PRODMASTER_SPECIALIST
NAUMANNTH;SAP_BR_QUALITY_ENGINEER
NAUMANNTH;SAP_BR_QUALITY_MANAGER
NAUMANNTH;SAP_BR_QUALITY_PLANNER
NAUMANNTH;SAP_BR_QUALITY_TECHNICIAN
NAUMANNTH;Z_S4C_GENERIC_ROLE
NIKKELS;SAP_BR_ADMINISTRATOR
NIKKELS;SAP_BR_ADMINISTRATOR_LCM
NIKKELS;SAP_BR_BPC_EXPERT
NIKKELS;SAP_BR_LEGAL_COUNSEL
NOLDEN;SAP_BR_ADMINISTRATOR
NOLDEN;SAP_BR_BPC_EXPERT
OYENIYI;SAP_BR_ADMINISTRATOR
OYENIYI;SAP_BR_BPC_EXPERT
PEESAPATI;CUSTOM_BUSINESS_OBJECTS
PEESAPATI;SAP_BR_ADMINISTRATOR
PEESAPATI;SAP_BR_ADMINISTRATOR_MKT
PEESAPATI;SAP_BR_BPC_EXPERT
PEESAPATI;SAP_BR_BUSINESS_ANALYST_MKT
PEESAPATI;SAP_BR_MARKETING_EXECUTIVE
PEESAPATI;SAP_BR_MARKETING_EXPERT
PEESAPATI;SAP_BR_MARKETING_MANAGER
PEESAPATI;Z_S4C01_ROLE
POUGKAS;SAP_BR_AA_ACCOUNTANT
POUGKAS;SAP_BR_GL_ACCOUNTANT
POUGKAS;SAP_BR_OVERHEAD_ACCOUNTANT
POUGKAS;Z_S4C_GENERIC_ROLE
PRECHTBA;SAP_BR_ADMINISTRATOR
PRECHTBA;SAP_BR_BPC_EXPERT
PRECHTBA;SAP_BR_EMPLOYEE
PRECHTBA;Z_S4C_PSC
RAZDHAN;SAP_BR_ADMINISTRATOR
RAZDHAN;SAP_BR_BPC_EXPERT
RAZDHAN;SAP_BR_OVERHEAD_ACCOUNTANT
RAZDHAN;SAP_BR_PROJ_MANAGE_COMM
RESSING;SAP_BR_ADMINISTRATOR
RESSING;SAP_BR_BPC_EXPERT
RICCIARELLI;SAP_BR_ADMINISTRATOR
RICCIARELLI;SAP_BR_BILLING_CLERK
RICCIARELLI;SAP_BR_BPC_EXPERT
RICCIARELLI;SAP_BR_BUPA_MASTER_SPECIALIST
RICCIARELLI;SAP_BR_CREDIT_CONTROLLER
RICCIARELLI;SAP_BR_INTERNAL_SALES_REP
RICCIARELLI;SAP_BR_SHIPPING_SPECIALIST
RICCIARELLI;SAP_BR_WAREHOUSE_CLERK
RODRIGUECARL;Z_S4C_GENERIC_ROLE
ROGGE;SAP_BR_ADMINISTRATOR
ROGGE;SAP_BR_BPC_EXPERT
ROLFS;SAP_BR_ADMINISTRATOR
ROLFS;SAP_BR_BPC_EXPERT
